"","zone","state","N.child","prop.lowstart","prop.highby30","p.upmover","Urban","Black","Seg_racial","Seg_income","Seg_poverty","Seg_affluence","Commute","Income","Gini","Share01","Gini_99","Middle_class","Local_tax_rate","Local_gov_spending","Progressivity","EITC","School_spending","Student_teacher_ratio","Test_scores","HS_dropout","Colleges","Tuition","Graduation","Labor_force_participation","Manufacturing","Chinese_imports","Teenage_labor","Migration_in","Migration_out","Foreign_born","Social_capital","Religious","Violent_crime","Single_mothers","Divorced","Married","Longitude","Latitude"
"10000","Panama City","FL",12943,0.3,0.134,0.058,1,0.113,0.132,0.046,0.045,0.047,0.358,32715,0.467,12.045,0.346,0.521,0.022,3107,0,0,5.882,18.4,4.031,-0.024,0.012,1942,0.028,0.593,0.065,0.143,0.005,0.035,0.028,0.034,-2.044,0.411,NA,0.243,0.133,0.564,-85.3004837036133,30.0905723571777
"10102","Thomasville","GA",5945,0.389,0.107,0.033,0,0.355,0.098,0.02,0.022,0.017,0.389,29591,0.571,13.908,0.432,0.408,0.018,2160,0,0,5.375,16.3,-5.13,0.018,0.03,3106,0.098,0.596,0.18,0.951,0.003,0.017,0.012,0.024,-1.75,0.538,0.002,0.301,0.111,0.528,-84.0003814697266,30.9123077392578
"10301","Eufaula","GA",5195,0.461,0.094,0.023,0,0.502,0.041,0.02,0.018,0.017,0.388,25284,0.524,11.334,0.411,0.354,0.018,1931,0,0,5.587,15.9,-17.626,0.01,0.016,7250,-0.048,0.497,0.256,2.428,0.002,0.01,0.016,0.013,-1.448,0.416,0.002,0.369,0.092,0.474,-84.9840850830078,31.6915855407715
"10302","Dothan","AL",18262,0.303,0.159,0.058,1,0.213,0.142,0.05,0.046,0.055,0.361,32268,0.498,12.707,0.37,0.485,0.011,2187,0,0,4.822,17.2,-11.823,0.006,0.013,1580,-0.097,0.608,0.159,0.744,0.003,0.018,0.018,0.02,-1.4,0.632,0.002,0.248,0.107,0.589,-85.4327774047852,31.4178009033203
"10501","Columbus","MS",8500,0.389,0.122,0.036,1,0.453,0.134,0.046,0.043,0.047,0.362,29115,0.536,12.123,0.415,0.416,0.012,2065,0,0,5.113,19.3,-13.643,0,0.011,2656,0.055,0.576,0.248,1.606,0.002,0.013,0.02,0.01,-0.966,0.524,0.002,0.332,0.085,0.524,-88.3316268920898,33.3776626586914
"10502","Starkville","MS",8128,0.385,0.124,0.04,0,0.401,0.077,0.015,0.016,0.012,0.437,26131,0.486,9.504,0.391,0.428,0.012,1979,0,0,4.802,17.6,-14.345,0.007,0.029,3215,0.286,0.583,0.232,4.571,0.002,0.011,0.015,0.017,-0.427,0.545,0.001,0.318,0.079,0.479,-88.9440841674805,33.4253387451172
"10600","Jasper","AL",12610,0.29,0.191,0.087,1,0.06,0.123,0.013,0.011,0.013,0.32,28445,0.419,9.24,0.326,0.522,0.01,1312,0,0,4.647,17,-5.22,-0.006,0.006,1560,-0.171,0.551,0.25,2.149,0.003,0.012,0.011,0.007,-0.797,0.611,0.002,0.182,0.107,0.615,-87.3326416015625,33.7509765625
"10700","Birmingham","AL",79277,0.245,0.175,0.05,1,0.271,0.42,0.108,0.096,0.118,0.22,38196,0.563,16.063,0.403,0.453,0.02,1864,0,0,5.139,17.3,-12.133,-0.003,0.013,5277,-0.042,0.624,0.12,0.378,0.004,0.017,0.016,0.022,-0.392,0.58,0.002,0.242,0.108,0.553,-86.7145309448242,33.4854469299316
"10802","Demopolis","AL",5544,0.451,0.12,0.042,0,0.589,0.113,0.026,0.022,0.035,0.337,27364,0.522,9.592,0.426,0.339,0.01,1604,0,0,5.282,16.9,-20.059,-0.007,0.016,2504,0.028,0.497,0.247,0.854,0.002,0.009,0.017,0.006,-0.731,0.406,0.002,0.372,0.084,0.489,-87.9114608764648,32.5304336547852
"10900","Pensacola","FL",46546,0.266,0.144,0.061,1,0.137,0.138,0.061,0.057,0.067,0.309,34256,0.471,13.671,0.334,0.542,0.016,1995,0,0,5.409,19.2,5.39,-0.01,0.006,3254,0.025,0.613,0.063,0.248,0.004,0.035,0.034,0.04,-1.216,0.444,NA,0.241,0.121,0.555,-86.7144317626953,30.5462055206299
"11001","Mobile","AL",50062,0.314,0.154,0.051,1,0.289,0.317,0.077,0.084,0.071,0.267,33321,0.531,13.029,0.401,0.459,0.018,1805,0,0,4.504,17.8,-11.938,0,0.012,4673,-0.039,0.587,0.149,0.773,0.003,0.016,0.013,0.021,-0.984,0.515,0.002,0.273,0.107,0.55,-87.666259765625,31.4869632720947
"11002","Atmore","AL",6350,0.356,0.142,0.048,0,0.359,0.134,0.022,0.023,0.021,0.39,27015,0.493,11.466,0.378,0.442,0.01,1419,0,0,4.63,17.6,-16.944,0.004,0.039,1493,-0.026,0.528,0.254,0.768,0.002,0.011,0.017,0.005,-1.186,0.508,0.003,0.277,0.111,0.536,-87.3446884155273,31.4372310638428
"11101","Montgomery","AL",30989,0.313,0.138,0.033,1,0.401,0.265,0.102,0.103,0.103,0.278,33533,0.554,13.411,0.42,0.436,0.015,1663,0,0,4.424,17.9,-17.887,0.005,0.024,3753,-0.053,0.605,0.117,0.558,0.003,0.019,0.02,0.015,-0.713,0.497,0.002,0.301,0.113,0.517,-86.4008636474609,32.2923164367676
"11102","Troy","AL",6447,0.383,0.163,0.068,0,0.232,0.129,0.016,0.013,0.015,0.409,28445,0.527,14.481,0.382,0.432,0.01,2188,0,0,4.635,16.7,-10.041,0.006,0.037,2423,0.016,0.572,0.171,0.84,0.003,0.016,0.016,0.01,-1.275,0.606,0.003,0.262,0.098,0.55,-86.189453125,31.7107219696045
"11201","Bluefield","VA",13629,0.27,0.2,0.111,0,0.037,0.132,0.018,0.019,0.017,0.32,27294,0.443,10.178,0.341,0.548,0.017,1709,0,0,5.618,15.2,-2.029,-0.015,0.025,1494,-0.044,0.509,0.14,0.322,0.003,0.007,0.008,0.007,-0.434,0.39,0.003,0.182,0.091,0.606,-81.580436706543,37.1378021240234
"11304","Washington DC","DC",303164,0.126,0.262,0.11,1,0.267,0.271,0.127,0.115,0.136,0.16,53706,0.456,16.054,0.295,0.407,0.037,3566,2.5,2.381,7.694,18.9,-6.882,-0.002,0.009,10317,-0.05,0.714,0.039,0.209,0.005,0.026,0.03,0.177,-0.748,0.461,0.001,0.215,0.084,0.522,-77.4324722290039,38.9264755249023
"11800","Mount Pleasant","MI",10098,0.193,0.178,0.065,0,0.021,0.106,0.035,0.04,0.03,0.467,27945,0.375,8.002,0.295,0.585,0.025,1880,0,0,7.39,18.3,2.197,NA,0.022,4345,0.12,0.602,0.152,0.636,0.004,0.023,0.019,0.017,-0.164,0.282,0.001,0.205,0.093,0.5,-84.7600479125977,43.562671661377
"11900","Saginaw","MI",44445,0.175,0.201,0.064,1,0.077,0.325,0.056,0.053,0.057,0.376,36938,0.398,8.79,0.31,0.506,0.026,2118,0,0,6.193,20.1,-1.907,NA,0.007,4224,-0.092,0.613,0.221,0.683,0.004,0.011,0.012,0.019,0.544,0.504,0.001,0.228,0.095,0.573,-83.6669769287109,43.6854476928711
"12001","Big Rapids","MI",10092,0.204,0.16,0.074,0,0.024,0.119,0.022,0.026,0.019,0.407,30109,0.371,7.829,0.293,0.593,0.029,1751,0,0,6.059,19.4,1.666,NA,0.017,4440,0.048,0.603,0.233,1.631,0.005,0.02,0.016,0.015,0.068,0.326,0.002,0.205,0.105,0.583,-85.3946990966797,44.0386199951172
"1201","Franklin","NC",2729,0.239,0.14,0.057,0,0.01,0.044,0.011,0.009,0.011,0.416,37261,0.516,20.552,0.311,0.565,0.024,1434,1,0,5.199,15.8,4.11,0.034,NA,NA,NA,0.558,0.158,1.1,0.006,0.012,0.01,0.031,-0.234,0.613,0.002,0.166,0.103,0.624,-83.3769378662109,34.9771461486816
"1202","Sylva","NC",3410,0.3,0.131,0.061,0,0.014,0.326,0.016,0.02,0.014,0.412,28767,0.404,8.421,0.32,0.521,0.015,1581,1,0,5.622,14.6,3.849,0.022,0.037,971,0.112,0.609,0.106,6.567,0.005,0.01,0.01,0.015,-1.001,0.409,0.002,0.217,0.099,0.582,-83.4053268432617,35.347770690918
"1203","Asheville","NC",24957,0.211,0.154,0.063,1,0.05,0.168,0.036,0.034,0.037,0.314,37445,0.461,13.046,0.331,0.545,0.018,2059,1,0,5.649,16.2,9.045,0.024,0.023,5560,0.001,0.604,0.178,1.827,0.005,0.017,0.013,0.038,0.055,0.577,0.003,0.203,0.099,0.592,-82.6990661621094,35.5480651855469
"1204","Andrews","NC",3687,0.293,0.136,0.08,0,0.009,0.051,0.008,0.007,0.007,0.361,33712,0.847,55.821,0.289,0.519,0.015,1932,1,0,5.167,15.7,1.551,0.017,0.034,7563,-0.11,0.525,0.154,2.853,0.005,0.012,0.004,0.015,-0.999,0.549,0.002,0.166,0.089,0.648,-83.8927536010742,34.9651565551758
"12200","Grand Rapids","MI",109434,0.122,0.204,0.064,1,0.064,0.256,0.066,0.056,0.073,0.344,37483,0.381,12.659,0.254,0.559,0.026,2328,0,0,7.234,19.8,0.369,NA,0.012,7137,-0.014,0.682,0.27,1.197,0.005,0.012,0.012,0.046,0.505,0.469,0.002,0.193,0.095,0.571,-85.7264099121094,43.1889839172363
"12302","Petoskey","MI",6676,0.157,0.164,0.077,0,0.003,0.021,0.031,0.03,0.033,0.428,37711,0.488,21.387,0.274,0.599,0.038,2363,0,0,6.357,19.1,6.258,NA,0.012,2190,-0.305,0.633,0.142,0.671,0.007,0.016,0.013,0.014,0.933,0.416,0.001,0.178,0.107,0.608,-84.7933502197266,45.3941383361816
"12402","Grayling charter","MI",8417,0.243,0.153,0.075,0,0.004,0.037,0.027,0.025,0.028,0.457,34360,0.433,13.319,0.3,0.556,0.034,1681,0,0,5.917,18.8,-0.154,NA,0.01,2141,-0.205,0.532,0.14,1.079,0.006,0.022,0.014,0.015,0.606,0.351,0.001,0.192,0.105,0.621,-84.4363555908203,44.6857032775879
"12501","Dayton","OH",94630,0.152,0.183,0.049,1,0.116,0.355,0.08,0.073,0.084,0.341,39002,0.387,10.176,0.286,0.578,0.025,2162,2.66,0,5.71,18.9,6.093,NA,0.016,8460,0.038,0.653,0.22,0.942,0.005,0.012,0.015,0.021,0.475,0.398,0.002,0.234,0.112,0.556,-84.1028137207031,40.0221176147461
"12502","Washington Court House","OH",9297,0.169,0.151,0.053,0,0.019,0.066,0.019,0.02,0.017,0.345,32903,0.33,8.036,0.25,0.644,0.019,1850,2.66,0,4.805,20.5,7.924,NA,0.018,8683,-0.056,0.654,0.225,3.351,0.005,0.026,0.023,0.009,0.21,0.318,0,0.193,0.105,0.597,-83.5627670288086,39.2948684692383
"12600","Wayne","IN",8406,0.176,0.161,0.054,1,0.039,0.12,0.038,0.036,0.038,0.464,34115,0.389,10.525,0.284,0.59,0.022,2148,0,0,7.067,18,-1.393,NA,0.029,11267,-0.08,0.643,0.282,1.444,0.005,0.012,0.016,0.012,0.887,0.417,0.002,0.219,0.116,0.586,-85.0427474975586,39.7046165466309
"12701","Cincinnati","OH",157683,0.155,0.208,0.051,1,0.117,0.349,0.11,0.106,0.113,0.258,42063,0.452,13.814,0.314,0.524,0.024,2174,2.66,0,6.243,19.1,5.432,-0.015,0.015,5415,-0.011,0.667,0.173,1.216,0.006,0.011,0.012,0.026,0.388,0.444,0.002,0.225,0.102,0.546,-84.2685470581055,38.8519401550293
"12902","Mount Sterling","KY",2784,0.323,0.13,0.062,0,0.026,0.077,0.02,0.018,0.025,0.323,28067,0.458,12.55,0.332,0.508,0.01,1230,0.2,0,5.556,15.8,-6.92,0.014,NA,NA,NA,0.571,0.235,1.4,0.003,0.018,0.013,0.005,-1.132,0.342,0.001,0.193,0.114,0.604,-83.6634368896484,38.0783996582031
"12903","Danville","KY",6396,0.254,0.16,0.073,0,0.051,0.09,0.027,0.025,0.034,0.353,30746,0.392,7.263,0.319,0.552,0.012,1239,0.2,0,5.847,16,-3.142,0.009,0.012,16900,0.452,0.603,0.243,1.319,0.004,0.02,0.015,0.014,-0.026,0.693,0.001,0.195,0.106,0.616,-84.7249908447266,37.7040634155273
"13000","Elizabethtown","KY",15010,0.202,0.175,0.082,1,0.074,0.156,0.027,0.026,0.026,0.338,29945,0.351,8.532,0.265,0.619,0.011,1517,0.2,0,5.676,18,-1.755,-0.006,0.011,1084,-0.103,0.639,0.2,0.751,0.003,0.032,0.026,0.029,-1.309,0.526,0.001,0.191,0.107,0.612,-86.0881271362305,37.7544479370117
"1301","Bennettsville","SC",5968,0.371,0.089,0.03,0,0.4,0.077,0.01,0.008,0.007,0.34,25531,0.455,12.783,0.327,0.439,0.02,1335,0,0,5.493,14.9,-10.92,0.019,0.014,1272,-0.112,0.574,0.36,2.828,0.002,0.015,0.018,0.012,-2.44,0.49,0.004,0.316,0.091,0.519,-79.9775314331055,34.5340118408203
"13102","Madison","IN",3785,0.214,0.2,0.094,1,0.013,0.032,0.012,0.019,0.006,0.411,31205,0.355,6.725,0.288,0.581,0.018,2190,0,0,6.341,17.3,-0.717,0.008,0.04,9008,-0.044,0.644,0.272,6.025,0.005,0.021,0.019,0.013,0.462,0.504,0.001,0.205,0.123,0.586,-85.3903198242188,38.6902122497559
"13400","Lima","OH",24369,0.107,0.245,0.069,1,0.052,0.252,0.048,0.049,0.043,0.445,35092,0.316,9.453,0.221,0.665,0.02,1859,2.66,0,5.109,19.7,13.717,NA,0.019,7747,0.056,0.652,0.298,2.666,0.005,0.009,0.011,0.009,1.414,0.629,0.001,0.174,0.09,0.59,-84.2717895507812,40.7105560302734
"13600","South Bend","IN",53715,0.177,0.188,0.06,1,0.107,0.264,0.067,0.06,0.071,0.385,36189,0.423,11.211,0.311,0.545,0.02,1862,0,0,6.498,18.3,-2.923,NA,0.021,12138,0.077,0.649,0.247,1.391,0.005,0.015,0.017,0.04,0.065,0.424,0.001,0.231,0.106,0.552,-86.3163223266602,41.6564559936523
"13700","Concord","IN",31334,0.135,0.178,0.073,1,0.033,0.176,0.027,0.027,0.024,0.405,35487,0.395,15.141,0.244,0.627,0.021,2052,0,0,6.437,18.8,-4.199,NA,0.005,8100,0.051,0.686,0.421,3.359,0.005,0.019,0.019,0.052,-0.043,0.36,0.001,0.18,0.105,0.59,-85.4939270019531,41.6202926635742
"13800","Wayne","IN",11168,0.108,0.213,0.092,0,0.006,0.056,0.02,0.021,0.018,0.439,35790,0.364,15.072,0.213,0.635,0.021,2007,0,0,6.961,18.4,1.626,NA,0.015,13030,0.086,0.679,0.392,1.894,0.005,0.02,0.022,0.022,0.556,0.404,0,0.151,0.1,0.611,-85.9183959960938,41.0524978637695
"14100","Fort Wayne","IN",46592,0.113,0.215,0.066,1,0.068,0.29,0.075,0.058,0.086,0.352,38529,0.381,13.303,0.248,0.573,0.018,1814,0,0,6.491,19.1,-0.56,NA,0.02,7206,-0.155,0.701,0.272,2.138,0.004,0.013,0.014,0.028,0.901,0.486,0.003,0.2,0.105,0.576,-85.1665344238281,41.0252723693848
"14300","Columbus","IN",12672,0.138,0.202,0.075,1,0.01,0.077,0.048,0.038,0.061,0.404,35466,0.381,12.38,0.257,0.593,0.02,2590,0,0,6.341,19.3,0.477,NA,0.012,3264,-0.302,0.671,0.345,1.77,0.005,0.015,0.015,0.024,0.535,0.5,0.002,0.175,0.116,0.625,-85.8469085693359,38.8266105651855
"14400","Terre Haute","IN",19922,0.171,0.205,0.083,1,0.035,0.155,0.042,0.043,0.038,0.391,31382,0.367,8.691,0.28,0.592,0.02,1875,0,0,6.45,17.3,-0.317,NA,0.027,8388,0.092,0.61,0.202,1.947,0.005,0.013,0.015,0.013,0.611,0.366,0.002,0.197,0.113,0.566,-87.3151550292969,39.5072402954102
"14500","Lafayette","IN",25740,0.14,0.219,0.091,1,0.036,0.209,0.072,0.077,0.066,0.429,32345,0.349,8.583,0.264,0.586,0.02,1719,0,0,6.3,18.1,0.095,0.021,0.011,3657,0.161,0.644,0.236,1.115,0.005,0.015,0.017,0.048,0.435,0.393,0.001,0.191,0.097,0.547,-87.0883178710938,40.3285369873047
"14600","Bloomington","IN",19087,0.169,0.202,0.087,1,0.014,0.105,0.063,0.07,0.058,0.397,30525,0.394,10.999,0.284,0.574,0.018,1620,0,0,6.01,18.9,1.814,NA,0.007,3893,0.264,0.634,0.181,4.994,0.005,0.015,0.017,0.029,0.043,0.402,0.001,0.18,0.102,0.523,-86.9038391113281,38.8078384399414
"14900","Gary","IN",57408,0.155,0.227,0.081,1,0.182,0.444,0.08,0.082,0.075,0.277,38097,0.369,10.709,0.262,0.532,0.024,2258,0,0,7.061,20.3,-3.78,NA,0.016,7395,-0.102,0.637,0.197,0.994,0.004,0.024,0.019,0.046,-0.229,0.439,0.002,0.244,0.1,0.533,-87.2666168212891,41.2179756164551
"15200","Cleveland","OH",202809,0.17,0.188,0.051,1,0.175,0.446,0.115,0.106,0.119,0.268,42208,0.463,13.743,0.326,0.538,0.031,2677,2.66,0,6.958,18.4,5.208,NA,0.011,7049,-0.034,0.648,0.189,1.144,0.005,0.01,0.015,0.048,0.455,0.518,0.001,0.254,0.107,0.521,-81.4847259521484,41.2727546691895
"15700","Scioto","OH",17648,0.261,0.154,0.065,0,0.032,0.16,0.027,0.024,0.028,0.322,28949,0.403,9.722,0.305,0.573,0.019,1577,2.66,0,4.927,20.4,3.963,NA,0.018,3057,-0.054,0.545,0.203,0.379,0.004,0.011,0.011,0.007,0.105,0.253,0.001,0.215,0.119,0.563,-82.9105377197266,39.01025390625
"15900","Columbus","OH",120627,0.153,0.189,0.049,1,0.124,0.269,0.122,0.106,0.139,0.271,40286,0.451,14.001,0.311,0.545,0.029,2301,2.66,0,6.531,19,3.69,NA,0.013,8030,0.107,0.692,0.119,0.845,0.005,0.02,0.019,0.044,0.61,0.363,0.003,0.228,0.11,0.527,-82.7316818237305,39.9555130004883
"16000","Mansfield","OH",26097,0.156,0.179,0.064,1,0.051,0.231,0.041,0.04,0.041,0.403,33186,0.335,7.903,0.256,0.64,0.022,1713,2.66,0,5.248,18.9,4.968,NA,0.015,6365,-0.016,0.622,0.283,1.275,0.005,0.013,0.013,0.012,0.992,0.395,0.001,0.206,0.113,0.572,-82.7405624389648,40.6658096313477
"16100","State College","PA",20330,0.163,0.234,0.113,1,0.023,0.195,0.055,0.054,0.058,0.397,28923,0.373,8.759,0.285,0.613,0.02,1367,0,0,6.981,17.8,6.352,-0.013,0.019,7303,0.432,0.582,0.159,0.907,0.004,0.013,0.015,0.029,0.295,0.464,0.001,0.153,0.071,0.528,-78.1835327148438,40.8506507873535
"16400","Youngstown","OH",62226,0.188,0.19,0.067,1,0.086,0.338,0.06,0.06,0.059,0.374,34808,0.387,10.241,0.284,0.603,0.019,1645,2.66,0,6.079,19.2,6.568,-0.016,0.025,9907,0.011,0.589,0.226,0.965,0.004,0.008,0.011,0.019,0.906,0.549,0.001,0.231,0.101,0.554,-80.6030731201172,41.016960144043
"16702","Morgantown","WV",17975,0.221,0.234,0.105,1,0.023,0.108,0.052,0.054,0.046,0.336,28593,0.424,9.565,0.328,0.56,0.015,1641,2.5,0,6.507,16,-6.397,-0.008,0.027,2143,0.131,0.564,0.081,0.572,0.003,0.007,0.007,0.019,0.372,0.37,0.001,0.189,0.092,0.536,-80.3536605834961,39.3572540283203
"16801","Beckley","WV",12391,0.277,0.206,0.106,1,0.061,0.121,0.015,0.012,0.017,0.33,28131,0.446,11.535,0.331,0.539,0.012,1317,2.5,0,6.099,16,-6.88,-0.002,0.029,5808,-0.242,0.49,0.069,0.306,0.003,0.006,0.007,0.009,-0.862,0.303,0.001,0.217,0.104,0.58,-80.8328170776367,37.9249839782715
"16902","Spencer","WV",1699,0.317,0.235,0.147,0,0.002,0.011,0.007,0.007,0.004,0.268,23337,0.356,6.941,0.287,0.552,0.011,1333,2.5,0,6.717,14.8,-10.746,0.001,NA,NA,NA,0.491,0.141,0.231,0.003,0.013,0.009,0.006,-0.651,0.247,0.001,0.163,0.1,0.603,-81.213020324707,38.7986145019531
"17000","Pikeville","KY",15361,0.347,0.211,0.138,0,0.008,0.103,0.017,0.013,0.015,0.295,23076,0.474,10.775,0.366,0.501,0.011,1240,0.2,0,6.46,15.4,-2.262,0.001,0.01,3671,-0.142,0.435,0.054,0.023,0.002,0.003,0.006,0.004,-1.347,0.331,0.001,0.186,0.103,0.608,-82.6051483154297,37.7573471069336
"1701","Raleigh","NC",86697,0.173,0.188,0.05,1,0.23,0.159,0.099,0.087,0.114,0.25,40546,0.509,17.762,0.331,0.448,0.022,3147,1,0,5.73,16,-0.359,NA,0.012,5642,0.135,0.694,0.141,2.941,0.004,0.033,0.023,0.085,-0.401,0.399,0.002,0.211,0.085,0.544,-78.7137908935547,35.7296524047852
"1702","Henderson","NC",4683,0.388,0.092,0.034,0,0.499,0.095,0.034,0.032,0.034,0.345,29492,0.496,12.68,0.37,0.4,0.016,2116,1,0,5.432,16.5,-10.284,0.042,0.016,770,-0.156,0.58,0.262,1.073,0.003,0.015,0.02,0.031,-1.636,0.437,0.004,0.339,0.086,0.524,-78.2416152954102,36.349494934082
"17200","Harrisonburg","VA",11626,0.173,0.206,0.094,1,0.024,0.107,0.034,0.037,0.033,0.378,31025,0.409,11.826,0.291,0.591,0.018,1501,0,0,5.499,15.9,5.775,-0.006,0.017,3568,0.381,0.641,0.217,1.544,0.005,0.016,0.011,0.041,-0.385,0.465,0.001,0.163,0.08,0.548,-78.7827987670898,38.7607040405273
"17501","Cumberland","MD",11132,0.221,0.204,0.097,1,0.033,0.149,0.024,0.026,0.021,0.373,29147,0.425,13.041,0.294,0.589,0.018,1840,1,11.429,6.553,16,-2.043,-0.006,0.032,12039,-0.059,0.566,0.168,0.739,0.004,0.008,0.007,0.009,0.038,0.491,0.002,0.187,0.085,0.6,-78.8268737792969,39.2735443115234
"17502","Winchester","VA",8460,0.153,0.211,0.097,1,0.043,0.1,0.042,0.037,0.045,0.301,36887,0.402,10.978,0.292,0.575,0.02,1801,0,0,6.326,16.6,0.058,-0.003,0.017,9058,-0.058,0.669,0.182,1.205,0.005,0.039,0.023,0.029,-0.875,0.391,0.001,0.172,0.098,0.584,-78.4002304077148,39.2103652954102
"17600","Charlottesville","VA",17849,0.188,0.186,0.061,1,0.164,0.096,0.06,0.058,0.062,0.282,37999,0.489,12.275,0.366,0.5,0.022,1882,0,0,6.177,NA,-0.367,NA,0.011,2786,0.327,0.626,0.093,1.081,0.005,0.031,0.017,0.044,-0.484,0.365,0.001,0.203,0.089,0.544,-78.2333831787109,38.0418243408203
"17800","Oneonta","NY",12619,0.212,0.182,0.093,0,0.012,0.053,0.012,0.014,0.008,0.405,31398,0.374,7.377,0.3,0.569,0.037,2714,0,6.905,9.284,14,3.69,-0.021,0.025,5231,0.151,0.61,0.152,1.978,0.004,0.014,0.012,0.025,0.102,0.377,0.002,0.199,0.09,0.553,-75.0704956054688,42.4394607543945
"18000","Buffalo","NY",181452,0.159,0.213,0.067,1,0.104,0.342,0.098,0.097,0.097,0.333,38618,0.396,10.989,0.287,0.521,0.037,3031,0,6.905,9.08,15.7,3.245,-0.016,0.015,8230,0.029,0.639,0.183,2.241,0.005,0.007,0.012,0.049,0.394,0.607,0.002,0.251,0.088,0.524,-77.7660903930664,42.7380714416504
"18202","St. Marys","PA",3543,0.102,0.251,0.163,0,0.002,0.025,0.016,0.015,0.013,0.53,34878,0.299,10.488,0.194,0.696,0.02,1510,0,0,8.325,17.5,7.407,-0.017,NA,NA,NA,0.625,0.437,1.868,0.004,0.005,0.009,0.01,1.145,0.78,0.001,0.159,0.085,0.576,-78.6627578735352,41.3966979980469
"18500","Amsterdam","NY",9133,0.222,0.182,0.083,0,0.013,0.13,0.027,0.031,0.026,0.416,32624,0.369,7.015,0.299,0.565,0.038,2988,0,6.905,9.628,14.3,2.667,-0.007,0.009,2380,-0.078,0.595,0.189,4.284,0.004,0.014,0.012,0.025,0.683,0.57,0.001,0.231,0.092,0.54,-74.4513702392578,43.2861976623535
"18700","Sunbury","PA",14245,0.153,0.226,0.111,1,0.023,0.169,0.043,0.04,0.044,0.396,30863,0.359,9.138,0.268,0.632,0.017,1426,0,0,6.516,18.1,5.346,-0.007,0.016,20819,0.473,0.572,0.221,2.797,0.005,0.009,0.01,0.018,0.692,0.521,0.002,0.171,0.079,0.592,-76.8812713623047,40.8595542907715
"19100","Reading","PA",82841,0.128,0.251,0.096,1,0.026,0.262,0.066,0.068,0.062,0.344,38217,0.372,10.983,0.262,0.582,0.021,1807,0,0,7.694,19.1,2.944,-0.001,0.019,8790,0.144,0.65,0.234,2.03,0.005,0.02,0.015,0.032,0.548,0.538,0.002,0.17,0.079,0.583,-76.2531967163086,40.153995513916
"19300","Poughkeepsie","NY",64016,0.148,0.232,0.095,1,0.075,0.142,0.07,0.073,0.068,0.301,39707,0.39,9.621,0.293,0.482,0.039,3085,0,6.905,9.084,16.2,2.093,-0.012,0.014,8390,0.083,0.637,0.105,1.941,0.005,0.026,0.024,0.078,-0.759,0.574,0.002,0.183,0.079,0.557,-74.4587554931641,41.7227630615234
"19600","Newark","NJ",361291,0.154,0.272,0.102,1,0.138,0.323,0.118,0.1,0.131,0.234,51373,0.518,19.205,0.325,0.401,0.031,2782,7.22,1.19,NA,15.4,-0.599,-0.005,0.005,7282,-0.153,0.646,0.13,1.316,0.005,0.016,0.024,0.227,-0.466,0.611,0.002,0.19,0.072,0.542,-74.6487045288086,40.7106246948242
"19903","Chincoteague","VA",3625,0.44,0.113,0.045,0,0.343,0.084,0.007,0.003,0.009,0.393,31562,0.477,11.521,0.362,0.399,0.02,1947,0,0,5.638,NA,5.172,0.023,0.019,1114,-0.059,0.586,0.164,0.432,0.005,0.006,0.009,0.04,-0.453,0.339,0.002,0.293,0.085,0.536,-75.6961898803711,37.6719169616699
"2000","Virginia Beach","VA",87247,0.22,0.164,0.054,1,0.308,0.189,0.111,0.111,0.109,0.253,34929,0.451,10.785,0.343,0.523,0.028,2366,0,0,5.897,15.3,5.39,NA,0.012,3090,-0.034,0.683,0.091,0.406,0.004,0.028,0.029,0.045,-0.95,0.346,0.001,0.261,0.094,0.527,-76.2944564819336,36.498649597168
"20200","Burlington","VT",24359,0.139,0.214,0.093,1,0.006,0.044,0.062,0.058,0.067,0.366,37131,0.405,11.589,0.289,0.558,0.03,1866,5.9,21.333,9.101,14.8,6.641,NA,0.016,12201,0.239,0.706,0.161,1.427,0.006,0.012,0.013,0.044,0.451,0.422,0.001,0.182,0.1,0.542,-73.0345230102539,44.0672149658203
"20301","Berlin","VT",8017,0.211,0.174,0.084,0,0.002,0.018,0.014,0.016,0.013,0.433,31204,0.38,10.699,0.273,0.608,0.032,1842,5.9,21.333,7.825,13.8,3.676,NA,NA,NA,-0.024,0.64,0.193,1.802,0.006,0.016,0.012,0.04,0.509,0.488,0,0.208,0.112,0.571,-71.7748870849609,44.4993209838867
"20302","Claremont","VT",21210,0.141,0.186,0.079,0,0.004,0.041,0.03,0.021,0.037,0.383,38571,0.404,11.609,0.288,0.6,0.037,1940,5.9,21.333,8.352,14.6,6.585,NA,0.011,16323,0.22,0.68,0.143,2.416,0.007,0.02,0.017,0.033,1.026,0.332,0,0.193,0.11,0.557,-72.2651672363281,43.8187103271484
"20401","Providence","RI",104929,0.16,0.222,0.082,1,0.033,0.23,0.089,0.085,0.092,0.328,39543,0.426,13.552,0.291,0.529,0.025,1879,6.15,19.048,7.203,14.8,-2.206,0.008,0.004,11924,0.097,0.65,0.171,2.592,0.006,0.014,0.019,0.115,-0.389,0.623,0.002,0.248,0.092,0.524,-71.3598098754883,41.6681175231934
